,cid,y
0,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID4763,2.681
1,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3036,7.271
2,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5759,4.4239999999999995
3,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID1493,4.224
4,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5641,1.2309999999999999
5,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5853,3.373
6,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5921,2.12
7,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID2331,2.263
8,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3346,4.939
9,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID4510,4.919
10,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5943,3.57
11,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID991,5.315
12,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5971,6.064
13,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5976,3.884
14,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5977,3.1189999999999998
15,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID2164,3.423
16,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID1030,0.349
17,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5993,6.819
18,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID4055,6.195
19,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CIDno mapping,6.607
20,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6028,5.352
21,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID1732,4.416
22,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5232305,3.6889999999999996
23,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3283,1.462
24,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID969491,7.21
25,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6115,2.9930000000000003
26,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID2723949,2.444
27,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID3039,4.742
28,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6124,1.8969999999999998
29,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6129,4.446000000000001
30,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID702,0.534
31,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID21980959,2.8569999999999998
32,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID5147,3.133
33,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID6184,3.7560000000000002
34,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID54676038,4.8180000000000005
35,http://rdf.ncbi.nlm.nih.gov/pubchem/compound/CID66139,4.6339999999999995
